article_source,sirens,source_invoice_ids_count,source_invoice_ids_sample,compte_comptable
AMBASSADE-MORUE 3KG Q1,904981941,1,fr_bd_904981941:b17037f2-43a8-4ed6-ba80-0005e3b583bb,60110000
10PLANTAIN 22K PLATIMIUM COLOMBIE,904981941,1,fr_bd_904981941:b36994d9-ea68-44b9-8bbb-25b468ec7afc,601
RAISIN CAT 2 AFRIQUE DU SUD (10 X 500 CAL SC PASSION),904981941,1,fr_bd_904981941:b4b3bdc7-d4d6-47e5-b24b-c4e786a13764,6011
OIGNON JAUNE CAT2PAYS-BAS(5CALSC,904981941,1,fr_bd_904981941:b4b3bdc7-d4d6-47e5-b24b-c4e786a13764,6011
PLANTAIN 22K UNIVERSAL COLOMBIE,904981941,1,fr_bd_904981941:b4d8882d-d4ee-498b-bf08-d75fba2b538e,6011
FEUILLE DEMANIOC SAKA SAKA CONGELE (TAI YAT) 20X500GR CONGO,904981941,1,fr_bd_904981941:b4d8882d-d4ee-498b-bf08-d75fba2b538e,6011
FONIO 12 x 1kg MALI,904981941,1,fr_bd_904981941:b645522a-256c-4154-af28-2f75fdd0c361,6011
BONBON GINGEMBRE X 12 SENEGAL,904981941,1,fr_bd_904981941:b85c2f97-fd75-4fe8-878b-cdd0a4e07f3f,601
GARI BLANC 12X 1KG PAYS-BAS,904981941,1,fr_bd_904981941:b85c2f97-fd75-4fe8-878b-cdd0a4e07f3f,601
GARI JAUNE 12X900GR GHANA,904981941,1,fr_bd_904981941:b85c2f97-fd75-4fe8-878b-cdd0a4e07f3f,601
RIZ C2=>20KG PERLEASIE CAMBODGE,904981941,1,fr_bd_904981941:b85c2f97-fd75-4fe8-878b-cdd0a4e07f3f,601
PATATE DOUCE BLANCHE 8KG EGYPTE,904981941,1,fr_bd_904981941:bec10c33-d6c7-40a8-9155-3300f68036b3,601
EDDOES TUCANO10KG COSTA RICA,904981941,1,fr_bd_904981941:bec10c33-d6c7-40a8-9155-3300f68036b3,601
CHARBON 3 KINGS FRANCE,904981941,1,fr_bd_904981941:bec10c33-d6c7-40a8-9155-3300f68036b3,6068
PIMENT 3KG ESPAGNE,904981941,1,fr_bd_904981941:bec10c33-d6c7-40a8-9155-3300f68036b3,601
HARICOT LINGOT BLANC 15X1KG FRANCE,904981941,1,fr_bd_904981941:bec10c33-d6c7-40a8-9155-3300f68036b3,601
AIL PELEE 10X1GR CHINE,904981941,1,fr_bd_904981941:bec10c33-d6c7-40a8-9155-3300f68036b3,601
AIL VRAC 10KG ESPAGNE,904981941,1,fr_bd_904981941:bec10c33-d6c7-40a8-9155-3300f68036b3,601
JUMBO DISPLAY VITA 24X48 ESPAGNE,904981941,1,fr_bd_904981941:bef49642-e5e4-4cb2-aeed-6624a9617e64,6068
DATTES DEMI SECHE 10 X 1KG ALGERIE,904981941,1,fr_bd_904981941:bef49642-e5e4-4cb2-aeed-6624a9617e64,601
30PLANTAIN 22K PLATIMIUM COLOMBIE,904981941,1,fr_bd_904981941:c229a785-9b61-4418-a1e5-0f7410161af2,601
ORANGE C1 ESP,904981941,1,fr_bd_904981941:c278ce2e-2229-4e00-9fcc-ec80da615b01,607
FRAISE 1KG C1 ESPAGNE,904981941,1,fr_bd_904981941:c278ce2e-2229-4e00-9fcc-ec80da615b01,607
NOUILLES INDOMI 40X70G BULGARIE,904981941,1,fr_bd_904981941:c8a091fe-f8f4-41d2-b92b-67e5b489e8e0,60120000
HUILE TOURNESOL 1X10L UKRAINE,904981941,1,fr_bd_904981941:c8a091fe-f8f4-41d2-b92b-67e5b489e8e0,60120000
CHARBON 3 KINGS HOLLANDE,904981941,1,fr_bd_904981941:c8a091fe-f8f4-41d2-b92b-67e5b489e8e0,60120000
CHARBON FRESH COCO 1KG INDONESIE,904981941,1,fr_bd_904981941:c8a091fe-f8f4-41d2-b92b-67e5b489e8e0,60120000
GLUTAMATE 250G THAILANDE,904981941,1,fr_bd_904981941:c8a091fe-f8f4-41d2-b92b-67e5b489e8e0,60120000
PATE TAMARIN GRAND RED DRAGON 375GR THAILANDE,904981941,1,fr_bd_904981941:c8a091fe-f8f4-41d2-b92b-67e5b489e8e0,60120000
PULPE AIL 6x1kg SENEGAL,904981941,1,fr_bd_904981941:c8a091fe-f8f4-41d2-b92b-67e5b489e8e0,60120000
PILCHARN112X425MAROC,904981941,1,fr_bd_904981941:c8a091fe-f8f4-41d2-b92b-67e5b489e8e0,60120000
DORADE CONGELE 800+ 5KG ARGENTINE,904981941,1,fr_bd_904981941:c9968d91-339d-41ab-b7cd-b799f76b6fa6,6011
CHIKOUANG SOUS VIDE 30X500GR CAMEROUN,904981941,1,fr_bd_904981941:c9968d91-339d-41ab-b7cd-b799f76b6fa6,6011
FARINE DE MAIS BA 5KG,904981941,1,fr_bd_904981941:c9a5fada-b769-4d2c-a190-ab9c84a08c5c,601
BIRD'S CUSTARD POWDER (12X300G),904981941,1,fr_bd_904981941:c9a5fada-b769-4d2c-a190-ab9c84a08c5c,601
BIRD'S CUSTARD POWDER (12X600G),904981941,1,fr_bd_904981941:c9a5fada-b769-4d2c-a190-ab9c84a08c5c,601
AFP FUFU POTATO FLAKES YELLOW 5KG,904981941,1,fr_bd_904981941:c9a5fada-b769-4d2c-a190-ab9c84a08c5c,601
Achat carburant et électricité,904981941,1,fr_bd_904981941:c9a960f8-617b-4a4d-9108-a1560ac2874d,6068
Achat électricité Totalenergies,904981941,1,fr_bd_904981941:c9a960f8-617b-4a4d-9108-a1560ac2874d,6061
FANTA 24X35CL NIGERIA,904981941,1,fr_bd_904981941:c9ca4514-bd07-489b-ba1a-92b64f5ac07d,6062
STAR MIXTE 6X1.5L ARABIE SAOUDITE,904981941,1,fr_bd_904981941:c9ca4514-bd07-489b-ba1a-92b64f5ac07d,6062
TOP GRENADINE 12 X 50 CL CAMEROUN,904981941,1,fr_bd_904981941:c9ca4514-bd07-489b-ba1a-92b64f5ac07d,6062
FRAISE 900G C1 ESPAGNE,904981941,1,fr_bd_904981941:d005a3a4-ba55-4186-b32f-535899a5615a,607
ECHALOTE 5KG FRANCE,904981941,1,fr_bd_904981941:d031765e-0b43-49dd-b658-8c1394d58360,6011
PAPAYE VERT ESPAGNE,904981941,1,fr_bd_904981941:d19663e3-92c5-4a8f-a280-9a30462c231d,6061
CONCOMBRE FRANCE,904981941,1,fr_bd_904981941:d19663e3-92c5-4a8f-a280-9a30462c231d,6061
FEUILLE EPINARD FRAIS 5KG TOGO,904981941,1,fr_bd_904981941:d19663e3-92c5-4a8f-a280-9a30462c231d,6061
DATTE SECHE 10X1KG ALGERIE,904981941,1,fr_bd_904981941:d19663e3-92c5-4a8f-a280-9a30462c231d,6061
"MIEL DOSETTE ""APISOL"" 500G*10",904981941,1,fr_bd_904981941:d1f6d974-3be5-4924-8483-73d6f01965bc,6011
SUCRE VANILLE ALSA X14,904981941,1,fr_bd_904981941:d1f6d974-3be5-4924-8483-73d6f01965bc,6011
"PATES MHAMES 500GX24 ""RANDA""",904981941,1,fr_bd_904981941:d1f6d974-3be5-4924-8483-73d6f01965bc,6011
"POIVRE NOIR ENTIER 20X100GR ""SPIGOL""",904981941,1,fr_bd_904981941:d1f6d974-3be5-4924-8483-73d6f01965bc,6011
"MIEL DE FLEURS ""APISOL"" 500G*12",904981941,1,fr_bd_904981941:d1f6d974-3be5-4924-8483-73d6f01965bc,6011
COLORANT ALIMENTAIRE SAMRA 50ML,904981941,1,fr_bd_904981941:d1f6d974-3be5-4924-8483-73d6f01965bc,6011
VINAIGRE MIDO MAROC 24 X 50CL,904981941,1,fr_bd_904981941:d1f6d974-3be5-4924-8483-73d6f01965bc,6011
VINAIGRE POMME MIDO 50CL X12,904981941,1,fr_bd_904981941:d1f6d974-3be5-4924-8483-73d6f01965bc,6011
SUCRE SEMOULE D& 1KGX10,904981941,1,fr_bd_904981941:d1f6d974-3be5-4924-8483-73d6f01965bc,6011
HUILE D OLIVE KABYLIE 1LX12,904981941,1,fr_bd_904981941:d1f6d974-3be5-4924-8483-73d6f01965bc,6011
BRESIL Lot:45766 Cat:1,904981941,1,fr_bd_904981941:d55656b6-fa64-47a9-8044-1c17b940ec22,601
PATATE BLANCHE TROPICOM Cat:0,904981941,1,fr_bd_904981941:d55656b6-fa64-47a9-8044-1c17b940ec22,601
PIMENT ANTILLAIS NATURINDA Cat:4 KG ESPAGNE Lot : 45748,904981941,1,fr_bd_904981941:d55656b6-fa64-47a9-8044-1c17b940ec22,601
MAIS FRAIS Cat:1 SENEGAL Lot:45763,904981941,1,fr_bd_904981941:d55656b6-fa64-47a9-8044-1c17b940ec22,601
FARINE MANIOC NUMBER ONE Cat :1 KG CAMEROUN Lct . 45348,904981941,1,fr_bd_904981941:d55656b6-fa64-47a9-8044-1c17b940ec22,601
AUBERGINE DJAKATOU filet 5kg BURKINA FASO,904981941,1,fr_bd_904981941:d7f365b5-cc9e-486a-9e38-f98fac09d008,6011
BANANE JAUNE FRANCE,904981941,1,fr_bd_904981941:d7f365b5-cc9e-486a-9e38-f98fac09d008,6011
CHOUX BLANC 10 KG BELGIQUE,904981941,1,fr_bd_904981941:d7f365b5-cc9e-486a-9e38-f98fac09d008,6011
PIMENT ANTILLAIS MAROC 3.50KG MAROC,904981941,1,fr_bd_904981941:d7f365b5-cc9e-486a-9e38-f98fac09d008,6011
NOIX DE COLA PETIT COTE D IVOIRE,904981941,1,fr_bd_904981941:d7f365b5-cc9e-486a-9e38-f98fac09d008,6011
POIVRON VERT 5KG MAROC,904981941,1,fr_bd_904981941:d7f365b5-cc9e-486a-9e38-f98fac09d008,6011
AUBERGINE BLANCHE 4 KILOS MAROC,904981941,1,fr_bd_904981941:d7f365b5-cc9e-486a-9e38-f98fac09d008,6011
PLANTAIN 22K PLATIMIUM COLOMBIE (BL2024071922 du 10/07/2024) (/Fact FA202427193),904981941,1,fr_bd_904981941:d8310db7-dba8-45c6-80e5-41aa137c0ceb,6068
ATTIEKE,904981941,1,fr_bd_904981941:db8de7e8-2d7a-4dc6-89c7-ff17f0fb2f65,601
"GROUPER G/D 3/5KG, NW 19.8KG PER UNIT, Glace: 10%, EPINEPHELUS DIACANTHUS, Origin: YE, F.A.O.: 51, Catch meth.: LHP, EU nr.: 16, Expiry date: 15-01-2026, Batch nr.: 23012TA005",904981941,1,fr_bd_904981941:dbe3518e-fdf5-4c35-8bc7-19a99171497b,60120000
"RED SEABREAM G/D IWP 500/800G, NW 3,6KG PER UNIT, Glace: 10%, PAGRUS PAGRUS, Origin: YE, F.A.O.: 51, Catch meth.: LHP, EU nr.: 16, Expiry date: 31-12-2024, Batch nr.: 23005TA014",904981941,1,fr_bd_904981941:dbe3518e-fdf5-4c35-8bc7-19a99171497b,60120000
"TILAPIA G/D IWP 1000G/+, NW 4KG PER UNIT, Glace: 20%, OREOCHROMIS NILOTICUS, Origin: CN, F.A.O.: FARMED, Catch meth., EU nr.: 4600/02059, Expiry date: 05-03-2024, Batch nr.: 22043SG005",904981941,1,fr_bd_904981941:dbe3518e-fdf5-4c35-8bc7-19a99171497b,60120000
AUBERGINE BLANCHE 5KG BURKINA FASO cat:1,904981941,1,fr_bd_904981941:dc5e017b-6969-461a-aa61-26d284d9996d,601
PLANTAIN COLOMBIE cat:1,904981941,1,fr_bd_904981941:dc5e017b-6969-461a-aa61-26d284d9996d,601
AIL VRAC 10KG TJAKKA CHINE,904981941,1,fr_bd_904981941:ddb8d1d9-0461-42e3-b9a1-8b64033ea947,601
DORADE-BESUGO 400/600 VRAC 5KG,904981941,1,fr_bd_904981941:e1d72da3-f700-4c24-89d6-3f0c74d02891,601
PLUVERA POULET HALAL (10X1400G),904981941,1,fr_bd_904981941:e1d72da3-f700-4c24-89d6-3f0c74d02891,601
MALWA CAPITAINE GS PACKED 5KG (KH),904981941,1,fr_bd_904981941:e1d72da3-f700-4c24-89d6-3f0c74d02891,601
TOOBA GARLIC (12X330G),904981941,1,fr_bd_904981941:e1d72da3-f700-4c24-89d6-3f0c74d02891,601
MANGUE PALMER ESPAGNE CAT1,904981941,1,fr_bd_904981941:e5f1857f-04c0-4a2c-bb66-90c001a3031f,601
PARIS COUPE BLANC CAT.1 POLOGNE,904981941,1,fr_bd_904981941:e5f1857f-04c0-4a2c-bb66-90c001a3031f,601
AVOCAT CAL.22 PIECES CAT.1 KENYAAU COLIS,904981941,1,fr_bd_904981941:e5f1857f-04c0-4a2c-bb66-90c001a3031f,601
FEUILLE LALO FRAIS TOGO,904981941,1,fr_bd_904981941:e63f74e8-25c9-4600-bd6f-e3f870c9ce03,6011
THE STARLING MIXTE 12X400GR ALLEMAGNE,904981941,1,fr_bd_904981941:e63f74e8-25c9-4600-bd6f-e3f870c9ce03,6011
COURBINE NANKA 500/80010KG (WS) POLOGNE,904981941,1,fr_bd_904981941:e63f74e8-25c9-4600-bd6f-e3f870c9ce03,6011
5CHIPS PLANTAIN MIXTE N°1 20X85GR COLOMBIE,904981941,1,fr_bd_904981941:ea330601-565d-4896-bd21-1a58297f0a53,6011
AUBERGINE BLANCHE 5KG AGROLULO ESPAGNE,904981941,1,fr_bd_904981941:eb207a8c-8366-4d6c-a705-dc9eb8aaf662,60110000
SEMOULE DE BLE BLANCHE N°1 5KG YA PEMBE BELARUS,904981941,1,fr_bd_904981941:eb207a8c-8366-4d6c-a705-dc9eb8aaf662,60110000
FARINE PAN JAUNE 10X1KG ITALIE,904981941,1,fr_bd_904981941:eb207a8c-8366-4d6c-a705-dc9eb8aaf662,60110000
QUATRE EPICES 20X50GR SPIG FRANCE,904981941,1,fr_bd_904981941:eb207a8c-8366-4d6c-a705-dc9eb8aaf662,60110000
PULPEAIL 6x1kg FRANCE,904981941,1,fr_bd_904981941:eb207a8c-8366-4d6c-a705-dc9eb8aaf662,60110000
DORADE ENTIERE 400/600 5KG PRODI PORTUGAL,904981941,1,fr_bd_904981941:eb207a8c-8366-4d6c-a705-dc9eb8aaf662,60110000
PIMENT 3KG HONDURAS,904981941,1,fr_bd_904981941:eb207a8c-8366-4d6c-a705-dc9eb8aaf662,60110000
PATATE DOUCE BLANCHE 10KG BRESIL,904981941,1,fr_bd_904981941:eb207a8c-8366-4d6c-a705-dc9eb8aaf662,60110000
CUMIN MOULU 20X100GR FRANCE,904981941,1,fr_bd_904981941:eef36983-652f-4a82-8475-5a62d69d1dd2,6011
CURRY FORT20X100GR SPIG FRANCE,904981941,1,fr_bd_904981941:eef36983-652f-4a82-8475-5a62d69d1dd2,6011
NOUILLES YUMYUM MIXTE THAILANDE,904981941,1,fr_bd_904981941:eef36983-652f-4a82-8475-5a62d69d1dd2,6011
AILE DE POULET TEX MEX 10X800GR FRANCE,904981941,1,fr_bd_904981941:eef36983-652f-4a82-8475-5a62d69d1dd2,6011
AILE POULET TEX MEX 2X2.5KG GI POLOGNE,904981941,1,fr_bd_904981941:eef36983-652f-4a82-8475-5a62d69d1dd2,6011
MANIOC 18KG COSTA RICA,904981941,1,fr_bd_904981941:ef651c81-5458-4c01-847d-502be3b19b3b,6011
OIGNON JAUNE 5 KG PAYS-BAS,904981941,1,fr_bd_904981941:ef651c81-5458-4c01-847d-502be3b19b3b,6011
POISSON CHAT CONGELE 4 KG (PRODI) VIET NAM,904981941,1,fr_bd_904981941:f4271b5b-08c4-49cd-8f16-d15a3292c033,601
DJAKATO 5KG MAROC,904981941,1,fr_bd_904981941:f4271b5b-08c4-49cd-8f16-d15a3292c033,601
ICEBERGCAT2ESPAGNE(10PIECESCAL10),904981941,1,fr_bd_904981941:f498ba70-7ea0-4dbd-80d6-5b42b6aacca5,607
ORANGE CAT 2PORTUGAL(CAL 1 NEWHAKLL),904981941,1,fr_bd_904981941:f498ba70-7ea0-4dbd-80d6-5b42b6aacca5,607
NEMS de POULET 50 pcs/scht x 2kg -HALAL FOO SENG,904981941,1,fr_bd_904981941:f4d465a0-19fc-4bc8-b853-0579d255709d,601
NEMS de POULET 20 pcs lscht x 800g - HALAL FOO SENG,904981941,1,fr_bd_904981941:f4d465a0-19fc-4bc8-b853-0579d255709d,601
POISSON CHAT ring FUME scht ind x 5kg MOTO MOKO ORANGE,904981941,1,fr_bd_904981941:f4d465a0-19fc-4bc8-b853-0579d255709d,601
BARRACUDA ring FUME 500-700g scht ind x 5kg MOTO MOKO ROUGE,904981941,1,fr_bd_904981941:f4d465a0-19fc-4bc8-b853-0579d255709d,601
MACHOIRON ouvert/2 FUME - Barbaman M scht ind x 5kg MOTO MOKO JAUNE,904981941,1,fr_bd_904981941:f4d465a0-19fc-4bc8-b853-0579d255709d,601
TILAPIA Fumé MOTO MOKO scht.ind - carton x 5kg,904981941,1,fr_bd_904981941:f4d465a0-19fc-4bc8-b853-0579d255709d,601
PANGAS vidé 600-800g S/Vx3.2kg PV/CT H53 H106 H130 MISTER TI,904981941,1,fr_bd_904981941:f4d465a0-19fc-4bc8-b853-0579d255709d,601
FRAISE 1KG HCE MAROC (FELGAR I),904981941,1,fr_bd_904981941:face568b-6842-4bdf-829f-333b5460fea3,607
FRAMBOISE 12*125 G HCE MAROC (MRC DRISC CART I),904981941,1,fr_bd_904981941:face568b-6842-4bdf-829f-333b5460fea3,607
SEMOULE DE BLE MOYENNE RENARD 10x1KG,904981941,1,fr_bd_904981941:fc979a5f-a7a8-4a77-9b34-c7a872a79062,601
SEMOULE DE BLE FINE RENARD 10 X 1KG,904981941,1,fr_bd_904981941:fc979a5f-a7a8-4a77-9b34-c7a872a79062,601
OEUFS MOY.BRUNS FILMES 8X30,904981941,1,fr_bd_904981941:fc979a5f-a7a8-4a77-9b34-c7a872a79062,601
SEL FIN BTE VERSEUSE 750GRX10,904981941,1,fr_bd_904981941:fc979a5f-a7a8-4a77-9b34-c7a872a79062,601
LEVURE CHIMIQUE ALSA 14 X 10 SACHETS,904981941,1,fr_bd_904981941:fc979a5f-a7a8-4a77-9b34-c7a872a79062,601
Recharge LYCAMOBILE 10€,752620443,2,fr_bd_752620443:065fb78c-e290-4338-ac7a-9bd12cdc9c8f | fr_bd_752620443:0a7a11dd-7413-4e41-a347-7eb86e4182b1,6068
Recharge LIBON 5 £,752620443,3,fr_bd_752620443:065fb78c-e290-4338-ac7a-9bd12cdc9c8f | fr_bd_752620443:0a7a11dd-7413-4e41-a347-7eb86e4182b1 | fr_bd_752620443:0c417f6a-e10e-4e96-b9e6-01917fbebc31,6068
Recharge LYCAMOBILE Pass National S,752620443,3,fr_bd_752620443:065fb78c-e290-4338-ac7a-9bd12cdc9c8f | fr_bd_752620443:0a7a11dd-7413-4e41-a347-7eb86e4182b1 | fr_bd_752620443:0c417f6a-e10e-4e96-b9e6-01917fbebc31,6068
Recharge LEBARA Bonus Temps 5€,752620443,3,fr_bd_752620443:065fb78c-e290-4338-ac7a-9bd12cdc9c8f | fr_bd_752620443:0a7a11dd-7413-4e41-a347-7eb86e4182b1 | fr_bd_752620443:0c417f6a-e10e-4e96-b9e6-01917fbebc31,6068
Recharge SYMA 5£,752620443,3,fr_bd_752620443:065fb78c-e290-4338-ac7a-9bd12cdc9c8f | fr_bd_752620443:0d8f0c9e-c256-4ea9-aac5-513178b2f8f3 | fr_bd_752620443:10fa2c76-a8cb-4ee8-86b8-c1de1f28a22b,6068
Recharge LYCAMOBILE Pass National M,752620443,3,fr_bd_752620443:0a7a11dd-7413-4e41-a347-7eb86e4182b1 | fr_bd_752620443:0c417f6a-e10e-4e96-b9e6-01917fbebc31 | fr_bd_752620443:1dda66e1-d7bc-4c79-abdb-98f32ceca927,6068
Recharge ORANGE 5 + 1£,752620443,3,fr_bd_752620443:065fb78c-e290-4338-ac7a-9bd12cdc9c8f | fr_bd_752620443:0a7a11dd-7413-4e41-a347-7eb86e4182b1 | fr_bd_752620443:1561e08c-3c1e-421a-af5b-a65657d28db9,6068
"Recharge SFR La Carte Illimitee 19,99£",752620443,3,fr_bd_752620443:0c417f6a-e10e-4e96-b9e6-01917fbebc31 | fr_bd_752620443:1561e08c-3c1e-421a-af5b-a65657d28db9 | fr_bd_752620443:1dda66e1-d7bc-4c79-abdb-98f32ceca927,6068
Recharge LYCAMOBILE Pass National L,752620443,3,fr_bd_752620443:0a7a11dd-7413-4e41-a347-7eb86e4182b1 | fr_bd_752620443:1dda66e1-d7bc-4c79-abdb-98f32ceca927 | fr_bd_752620443:2324689e-4a4f-4eb7-bf18-ca7922daae6d,6068
"Recharge SFR La Carte Monde 14,99£",752620443,3,fr_bd_752620443:065fb78c-e290-4338-ac7a-9bd12cdc9c8f | fr_bd_752620443:0a7a11dd-7413-4e41-a347-7eb86e4182b1 | fr_bd_752620443:184ae7a0-9dea-4a7b-b765-a4fe19e7b501,6068
"Recharge SFR La Carte Essentielle 4,99£",752620443,3,fr_bd_752620443:065fb78c-e290-4338-ac7a-9bd12cdc9c8f | fr_bd_752620443:184ae7a0-9dea-4a7b-b765-a4fe19e7b501 | fr_bd_752620443:1b2c34ca-c15e-42a3-80bb-8c5f98f412a7,6068
Recharge LYCAMOBILE Pass Internation,752620443,3,fr_bd_752620443:10fa2c76-a8cb-4ee8-86b8-c1de1f28a22b | fr_bd_752620443:1c37d96f-2a88-4e26-b049-27202185fa4f | fr_bd_752620443:2324689e-4a4f-4eb7-bf18-ca7922daae6d,6068
Recharge SYMACOM FORFAIT BLOQUE,752620443,3,fr_bd_752620443:29446744-305b-4706-b758-a056c44b6b0a | fr_bd_752620443:410b1331-934c-4e17-8704-0513b2609b57 | fr_bd_752620443:416bce5d-2c15-45c1-a748-6be8ecf6df34,6068
Bbox Pro+ Internet - Téléphonie,752620443,3,fr_bd_752620443:0139f4ed-c311-46a6-83a6-f9b34913c135 | fr_bd_752620443:0efe9759-ea06-4378-97a9-72707e607625 | fr_bd_752620443:218a2159-fe0b-4f0f-80a0-4db55caf6b58,6064
"Recharge LEBARA Forfait national 19,99€",752620443,3,fr_bd_752620443:1c37d96f-2a88-4e26-b049-27202185fa4f | fr_bd_752620443:3965e70c-96c8-4905-b2ae-3b4ba025ed21 | fr_bd_752620443:3b3572c8-2191-4cce-b16b-1a56b9b2438d,6068
Recharge LEBARA Forfait Appels et SMS,752620443,3,fr_bd_752620443:1561e08c-3c1e-421a-af5b-a65657d28db9 | fr_bd_752620443:1dda66e1-d7bc-4c79-abdb-98f32ceca927 | fr_bd_752620443:29446744-305b-4706-b758-a056c44b6b0a,6068
Abonnement électricité du 09/05/24 au 08/06/24,752620443,3,fr_bd_752620443:1075f0b2-2d57-45ee-889f-1b2fe6c35976 | fr_bd_752620443:1594077a-1945-421c-b5dd-e793c5663bf7 | fr_bd_752620443:3a08bb79-bfb9-431b-95b6-998ed7246cab,6061
LAIT UHT 1/2ECR 1L PPX BK,752620443,3,fr_bd_752620443:0a5b1e3e-8375-4ec2-a34c-b0c878b9ceaa | fr_bd_752620443:1eb2bd07-6b41-4a78-b3bc-de8226152f8c | fr_bd_752620443:34b7b237-93c8-4d88-947f-fe6b3ad464c5,6061
Recharge PCS Creacard 50£,752620443,3,fr_bd_752620443:2324689e-4a4f-4eb7-bf18-ca7922daae6d | fr_bd_752620443:416bce5d-2c15-45c1-a748-6be8ecf6df34 | fr_bd_752620443:50ecb7c9-9b94-4a42-9150-4553dd3b03f5,6068
LA X JAVEL TRAD DEGRAISS 5L,752620443,3,fr_bd_752620443:08b1ef4c-543e-460f-9211-a54db2144097 | fr_bd_752620443:0e214372-039c-4a44-aed7-5ed4b2521033 | fr_bd_752620443:0e4dc171-bd47-4842-99c5-91e39dff13fa,6068
LAIT UHT VIVA 1L BK VITAMINE,752620443,3,fr_bd_752620443:0a5b1e3e-8375-4ec2-a34c-b0c878b9ceaa | fr_bd_752620443:1eb2bd07-6b41-4a78-b3bc-de8226152f8c | fr_bd_752620443:34b7b237-93c8-4d88-947f-fe6b3ad464c5,6061
LAIT FERMENTE 1L BK LUXLAIT,752620443,3,fr_bd_752620443:0e214372-039c-4a44-aed7-5ed4b2521033 | fr_bd_752620443:1eb2bd07-6b41-4a78-b3bc-de8226152f8c | fr_bd_752620443:1fd02ec7-627f-4b76-98c4-74853e6f7f00,6061
TPE RADIO IP - JP 2018,752620443,3,fr_bd_752620443:060a800a-4c71-4daa-b47b-a6c2a045965c | fr_bd_752620443:164b4f20-f99d-4d58-b5c6-a093cc519792 | fr_bd_752620443:3d36a35e-a1f6-4c8d-9ac2-f93846f07e53,6068
LEVURE 42G*12 FALA MENAGERE,752620443,3,fr_bd_752620443:0a5b1e3e-8375-4ec2-a34c-b0c878b9ceaa | fr_bd_752620443:0e214372-039c-4a44-aed7-5ed4b2521033 | fr_bd_752620443:1eb2bd07-6b41-4a78-b3bc-de8226152f8c,6061
Abonnement électricité du 09/12/23 au 08/01/24,752620443,3,fr_bd_752620443:0aac59a2-8bf7-4b7c-a8c8-1e4efb362af9 | fr_bd_752620443:18e555b1-0df2-44ab-8164-b659744bd125 | fr_bd_752620443:1934a7a1-280d-4498-8a5f-c605593c71e7,6068
MG DX 59% SHDP 225G PLANTA FIN,752620443,3,fr_bd_752620443:0e4dc171-bd47-4842-99c5-91e39dff13fa | fr_bd_752620443:1059fae5-c9a9-4486-a27d-44086b5608a8 | fr_bd_752620443:16c30fc5-fd4e-4b72-8f11-72d076f4ed75,601
FANTA MANG/FR DRAG BTE 33CL,752620443,3,fr_bd_752620443:1fd02ec7-627f-4b76-98c4-74853e6f7f00 | fr_bd_752620443:20c2baf2-c0ef-473e-ac23-606cdc523dd0 | fr_bd_752620443:3dcc2fbc-71cf-4ab3-9c99-d191f7725f40,6068
SAL ICEBERG MC PC DEMIPALX28 C1 ESESPAGNE,752620443,3,fr_bd_752620443:0a5b1e3e-8375-4ec2-a34c-b0c878b9ceaa | fr_bd_752620443:0e214372-039c-4a44-aed7-5ed4b2521033 | fr_bd_752620443:34b7b237-93c8-4d88-947f-fe6b3ad464c5,6061
VELOUTE 16*125G FRUIX,752620443,3,fr_bd_752620443:0a5b1e3e-8375-4ec2-a34c-b0c878b9ceaa | fr_bd_752620443:0c7083ab-2928-4952-ae65-57432411cca7 | fr_bd_752620443:1fd02ec7-627f-4b76-98c4-74853e6f7f00,6061
YOP FRAISE 825G,752620443,3,fr_bd_752620443:0a5b1e3e-8375-4ec2-a34c-b0c878b9ceaa | fr_bd_752620443:0c7083ab-2928-4952-ae65-57432411cca7 | fr_bd_752620443:1eb2bd07-6b41-4a78-b3bc-de8226152f8c,6061
CAROTTE MC 5KG 20/40 GB40 FR C1france,752620443,3,fr_bd_752620443:0a5b1e3e-8375-4ec2-a34c-b0c878b9ceaa | fr_bd_752620443:2700d030-ed11-4578-ad16-104f7c674133 | fr_bd_752620443:28d464d5-bb47-445f-ab78-716e4ad270f4,6061
BAN 8.5KG PREM ANTILL C1 FR FRANCE,752620443,3,fr_bd_752620443:0e214372-039c-4a44-aed7-5ed4b2521033 | fr_bd_752620443:2700d030-ed11-4578-ad16-104f7c674133 | fr_bd_752620443:58d986ef-8b26-45c7-baa9-1490b695afdf,6061
BEURRE DX PLQ.250GX4 PRESIDENT,752620443,3,fr_bd_752620443:0e4dc171-bd47-4842-99c5-91e39dff13fa | fr_bd_752620443:1059fae5-c9a9-4486-a27d-44086b5608a8 | fr_bd_752620443:462cd4e2-158e-4c63-88f8-ec5406888485,601
Bbox - location équipement,752620443,3,fr_bd_752620443:0efe9759-ea06-4378-97a9-72707e607625 | fr_bd_752620443:218a2159-fe0b-4f0f-80a0-4db55caf6b58 | fr_bd_752620443:28b4759d-28f3-420b-b7cb-3f129e423180,6064
OEUF 12 M SOL ROCHAMBEAU,752620443,3,fr_bd_752620443:1eb2bd07-6b41-4a78-b3bc-de8226152f8c | fr_bd_752620443:2700d030-ed11-4578-ad16-104f7c674133 | fr_bd_752620443:4f4768ba-92fc-4943-925e-a9efff9e73e6,6061
